category,product_name,product_code,description,pricing_model,unit_price,unit_basis,tier_min_ees,tier_max_ees,monthly_minimum,one_time_fee,setup_fee,billing_frequency,required_dependencies,conditions,effective_date,source_file,source_page
"RM","Assessments - Prevue without skills","8429","Assessments through Prevue will help isolved clients do two important things, first filter out applicants earlier in their screening process and help them more quickly identify those candidates who will be a good fit and second, reduce the risk and expense of a bad hire. When clients use an assessment integration with isolved Applicant Tracking, an assessment can be attached to a job template and/or job listing. Our assessment assortment is complete with skills based, personality, and job fit assessments. Assessments are unlimited use and priced based on the number of employees within an organization.","Monthly","$2,662.00","Monthly","1501","2000","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"")","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 110 of 413"
"RM","Onboarding & Offboarding","7782","Workflow to automate employee onboarding & offboarding.","PEPM","$3.00","PEPM","1","99","N/A","$7.00","N/A","N/A","N/A","One-Time Fee: $7.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 111 of 413"
"RM","Onboarding & Offboarding","7782","Workflow to automate employee onboarding & offboarding.","PEPM","$2.85","PEPM","100","249","N/A","$6.50","N/A","N/A","N/A","One-Time Fee: $6.50 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 112 of 413"
"RM","Onboarding & Offboarding","7782","Workflow to automate employee onboarding & offboarding.","PEPM","$2.65","PEPM","250","499","N/A","$6.00","N/A","N/A","N/A","One-Time Fee: $6.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 113 of 413"
"RM","Onboarding & Offboarding","7782","Workflow to automate employee onboarding & offboarding.","PEPM","$2.50","PEPM","500","no maximum","N/A","$5.50","N/A","N/A","N/A","One-Time Fee: $5.50 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 114 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.50","PEPM","1","99","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 115 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.48","PEPM","100","249","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 116 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.46","PEPM","250","499","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 117 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.38","PEPM","500","999","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 118 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.30","PEPM","1000","1499","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 119 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.25","PEPM","1500","2499","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 120 of 413"
"RM","Video Interviewing","8412","Audio/Video Interviews with Wedge is a web-based one-way video interview tool designed to help isolved clients more quickly filter applicants in order to increase the quality of hire, save time for HR personnel, and cut the cost of hiring. With this integration enabled, clients can invite an applicant to take a Wedge video interview directly from isolved Applicant Tracking. Wedge will feed the video interview results back into the ATS once the video interview is complete. Wedge is a subscription-based product and we do not charge a fee for the integration.","PEPM","$0.20","PEPM","2500","no maximum","N/A","N/A","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | Base Fee: $39.00 (Base UOM: Monthly) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 121 of 413"
"RM","E-Verify I-9 Work Eligibility","7778","Electronic work eligibility verification.","PEPM","$0.86","PEPM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 122 of 413"
"RM","Payroll","7806","Includes payroll, all jurisdiction tax filing, direct deposits, pay cards, garnishments, expense reimbursement, job history, and salary management","PEPM","$8.05","PEPM","N/A","N/A","N/A","$12.65","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | One-Time Fee: $12.65 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 123 of 413"
"RM","Certified Payroll","8191","This service is for the contractors and subcontractors working on federally-funded projects that must submit certified payroll reports to government agencies.","PEPM","$1.00","PEPM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 124 of 413"
"RM","W2 Production","7798","Delivered as a year-end service. Additional base fee for each FEIN.","Per W2","$7.50","Per W2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Base Fee: $60.00 (Base UOM: Per Year/FEIN) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 125 of 413"
"RM","Data Migration","7776","Historical payroll data transfer from prior system into isolved People Cloud. Priced by year of data with a maximum of 4 years.","One-Time (Per EE)","N/A","Per EE","N/A","N/A","N/A","$2.59","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 126 of 413"
"RM","HR","7804","Employee & manager self-service, base performance management, and work flows.","PEPM","$6.00","PEPM","N/A","N/A","N/A","$5.00","N/A","N/A","N/A","One-Time Fee: $5.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 127 of 413"
"RM","ACA compliance","7772","ACA compliance module and real-time dashboard.","PEPM","$1.15","PEPM","N/A","N/A","N/A","$6.00","N/A","N/A","N/A","One-Time Fee: $6.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 128 of 413"
"RM","1094/1095-C production (25 Employee Minimum)","7767","Year-end service. Additional base fee for each FEIN.","PEPM","$6.33","PEPM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","First Notes: 25 Employee Minimum | Base Fee: $63.25 (Base UOM: Per Year/FEIN) charged in addition to Unit Fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 129 of 413"
"RM","Time and Labor Management","7796","Time off requests, attendance tracking with schedules, geofencing punch management.","PEPM","$4.03","PEPM","N/A","N/A","N/A","$12.65","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | One-Time Fee: $12.65 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 130 of 413"
"RM","Occurrence Tracking","8108","A legal service that tracks and keeps history of attendance infractions per employee and automatically applies a corrective action. Minimum Setup fee $350","PEPM","$0.69","PEPM","N/A","N/A","N/A","$2.76","N/A","N/A","N/A","First Notes: Implementation Fee Minimum of $420.00 | One-Time Fee: $2.76 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 131 of 413"
"RM","Scheduling","7793","Coverage requests with approval routes and schedule change notifications. Supports shift swapping and predictive scheduling updates.","PEPM","$2.30","PEPM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 132 of 413"
"RM","Workforce Scheduling","7969","Add on to ""scheduling"". Additions are scheduler view, staff counts, staffing rules and scheduling requirement counts.","PEPM","$1.15","PEPM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 133 of 413"
"RM","Expense Management (25 Employee Minimum)","8011","Expense reporting, approval handling, and reimbursement.","PEPM","$1.38","PEPM","N/A","N/A","N/A","$2.59","N/A","N/A","N/A","First Notes: 25 Employee Minimum | One-Time Fee: $2.59 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 134 of 413"
"RM","Talent Management Accelerator","8240","Includes Share & Perform, Learn & Grow, and Giving and Volunteering at one incentivized price.","PEPM","$8.00","PEPM","N/A","N/A","N/A","$15.00","N/A","N/A","N/A","One-Time Fee: $15.00 (One-Time UOM: Per EE) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 135 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","Monthly","$33.60","Monthly","1","24","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 136 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","Monthly","$33.60","Monthly","25","49","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 137 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","PEPM","$0.72","PEPM","50","99","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 138 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","PEPM","$0.67","PEPM","100","249","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 139 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","PEPM","$0.62","PEPM","250","499","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 140 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","PEPM","$0.58","PEPM","500","999","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 141 of 413"
"RM","Compensation Management","8303","Plan, manage and execute compensation process.","PEPM","$0.53","PEPM","1000","1499","N/A","$900.00","N/A","N/A","N/A","One-Time Fee: $900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 142 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","Monthly","$185.00","Monthly","1","24","N/A","$1,000.00","N/A","N/A","N/A","One-Time Fee: $1,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 143 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","Monthly","$185.00","Monthly","25","49","N/A","$1,250.00","N/A","N/A","N/A","One-Time Fee: $1,250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 144 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$3.70","PEPM","50","99","N/A","$1,500.00","N/A","N/A","N/A","One-Time Fee: $1,500.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 145 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$3.15","PEPM","100","249","N/A","$2,000.00","N/A","N/A","N/A","One-Time Fee: $2,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 146 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$2.65","PEPM","250","499","N/A","$2,500.00","N/A","N/A","N/A","One-Time Fee: $2,500.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 147 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$2.35","PEPM","500","999","N/A","$3,000.00","N/A","N/A","N/A","One-Time Fee: $3,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 148 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$2.00","PEPM","1000","1499","N/A","$5,250.00","N/A","N/A","N/A","One-Time Fee: $5,250.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 149 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$1.75","PEPM","1500","1999","N/A","$6,000.00","N/A","N/A","N/A","One-Time Fee: $6,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 150 of 413"
"RM","Compensation Analytics","8304","Includes Comp Management, PPA, and Benchmark Insights.","PEPM","$1.65","PEPM","2000","no maximum","N/A","$7,800.00","N/A","N/A","N/A","One-Time Fee: $7,800.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 151 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","Monthly","$330.00","Monthly","1","24","N/A","$1,500.00","N/A","N/A","N/A","One-Time Fee: $1,500.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 152 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","Monthly","$330.00","Monthly","25","49","N/A","$1,800.00","N/A","N/A","N/A","One-Time Fee: $1,800.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 153 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$6.60","PEPM","50","99","N/A","$2,100.00","N/A","N/A","N/A","One-Time Fee: $2,100.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 154 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$5.70","PEPM","100","249","N/A","$3,900.00","N/A","N/A","N/A","One-Time Fee: $3,900.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 155 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$4.50","PEPM","250","499","N/A","$6,600.00","N/A","N/A","N/A","One-Time Fee: $6,600.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 156 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$4.14","PEPM","500","999","N/A","$11,400.00","N/A","N/A","N/A","One-Time Fee: $11,400.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 157 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$3.84","PEPM","1000","1499","N/A","$18,000.00","N/A","N/A","N/A","One-Time Fee: $18,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 158 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$3.72","PEPM","1500","1999","N/A","$27,000.00","N/A","N/A","N/A","One-Time Fee: $27,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 159 of 413"
"RM","Talent Intelligence","8305","Includes Comp Management, PPA, Benchmark Insights and Performance Management .","PEPM","$3.60","PEPM","2000","no maximum","N/A","$33,000.00","N/A","N/A","N/A","One-Time Fee: $33,000.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 160 of 413"
"RM","Engagement Management","7792","Full-service engagement management including employee portal/intranet, collaboration, rewards and recognition.","PEPM","$5.18","PEPM","N/A","N/A","N/A","$8.05","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | One-Time Fee: $8.05 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 161 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$2.95","PEPM","1","99","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$750.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | Base Fee: $100.00 (Base UOM: Monthly) charged in addition to Unit Fee | One-Time Fee: $750.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 162 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$2.75","PEPM","100","249","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$1,100.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | One-Time Fee: $1,100.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 163 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$2.50","PEPM","250","499","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$1,450.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | One-Time Fee: $1,450.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 164 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$2.25","PEPM","500","1499","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$1,800.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | One-Time Fee: $1,800.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 165 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$2.00","PEPM","1500","2499","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$2,150.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | One-Time Fee: $2,150.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 166 of 413"
"RM","Leave Management (People Cloud)","8310","FMLA and state leave admin services. This offering provides integration to isolved People Cloud, enabling employee self-service, reporting, alerts & reminders.","PEPM","$1.75","PEPM","2500","no maximum","$100 (per First Notes: ""$100 Monthly Minimum Fee Applies"")","$2,500.00","N/A","N/A","N/A","First Notes: $100 Monthly Minimum Fee Applies | One-Time Fee: $2,500.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 167 of 413"
"RM","Performance Management","7788","Full-service performance management including goal setting and reviews.","PEPM","$6.33","PEPM","N/A","N/A","N/A","$19.55","N/A","N/A","N/A","Stand Alone: ✓ (source column ""Stand Alone"") | One-Time Fee: $19.55 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 168 of 413"
"RM","Giving & Volunteering","7912","Corporate social responsibility (CSR) and financial wellness application with payroll integration.","Monthly","$126.00","Monthly","1","100","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 169 of 413"
"RM","Giving & Volunteering","7912","Corporate social responsibility (CSR) and financial wellness application with payroll integration.","PEPM","$1.15","PEPM","101","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 170 of 413"
"RM","Giving & Volunteering","7912","Corporate social responsibility (CSR) and financial wellness application with payroll integration.","PEPM","$0.81","PEPM","251","500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 171 of 413"
"RM","Giving & Volunteering","7912","Corporate social responsibility (CSR) and financial wellness application with payroll integration.","PEPM","$0.63","PEPM","501","1500","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 172 of 413"
"RM","Giving & Volunteering","7912","Corporate social responsibility (CSR) and financial wellness application with payroll integration.","PEPM","$0.38","PEPM","1501","no maximum","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 173 of 413"
"RM","Learning Management System (LMS)","7780","LMS with social learning and gamification, and ability to upload content.","PEPM","$3.75","PEPM","1","24","N/A","$125.00","N/A","N/A","N/A","One-Time Fee: $125.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 174 of 413"
"RM","Learning Management System (LMS)","7780","LMS with social learning and gamification, and ability to upload content.","PEPM","$3.60","PEPM","25","49","N/A","$200.00","N/A","N/A","N/A","One-Time Fee: $200.00 (One-Time UOM: Fixed) in addition to recurring fee","N/A","Price Book V2 (Power BI app report, PriceBook V2 workspace)","RM page (""isolved RM Price Book"") - table visual, source row 175 of 413"
